sentence,predicted,truth
"okay here's my final post.  A person who is driving drunk RARELY gets to that point alone.  Maybe someone provides the alcohol - at a bar or restaurant or party - and over serves the person.  Maybe a family member doesn't think it's necessary to lock up the liquor (as in ""my kid would never steal alcohol).   Maybe someone encourages a friend to have another one.  Maybe someone watches that person drink too much and then get into a car either as the driver or the passenger.  Maybe someone  knows his friend/family member is too drunk to drive but doesn't stop him.  Maybe someone thinks ""oh it's only a short drive; he'll be okay"".  Maybe someone thinks ""it's not my problem.""  Teenagers see all the booze commercials where everyone's having a great time.  Yeah, they see the DUI ads and the DUI demonstrations at the school. Teenagers do not have the life experiences that adults have and they make very stupid decisions.  Most of us are lucky enough to survive our stupid decisions.  Some don't",0,1
Has anything Hillary ever touched not turned to poo?,0,1
"The embodiement of Tulsi Gabbard  is kept very secretive from media  Only if you are one of the clan of 200 disciples and followers, who live right in Kailua next to the million dollar beachfront abodes of their Lanikai Cult leader, (Hare Krsna) birth name- Chris Butler, would you be privy to the inner workings of the cult leader and his hold on the Gabbard’s. All sign anti-disclosure documents so you won’t be hearing from any of them too soon. Ex- cult members and children who left after they realized their guru was a fraud may be the source to get some truth.  Butler through his network of devoted brainwashed followers have manipulated social media to bolster support for Gabbard. Brainwashed Tulsi is not ignorant of her actions, she hides behind her mask of deceit well, but one day the veil of her hypocrisy will be removed, but not until she chooses to divorce herself from the meddling claws of her guru who directs her every move both political and personal.",0,1
Democrats tripping over one another in a contest of who can promise the most free handouts... What a hoot.,0,1
"He did criticize it, he asked if she knew what it was and told her not to be a sheep.  That's him questioning her intelligence, Janette stated her opinion, he attempted to minimize it and you're attempting to justify it.  What difference does it make how old I am, whether I'm 14 or 40, what he said doesn't jive.  Are you, who admits to not being able to spell, trying to correct me?  Is that because your argument footing is baseless and you're grasping at straws?  Don't be angry that I called him out and then called you out and didn't back down when you attempted to troll me.  Don't like what I say?  Fuck off and don't read it.",0,1
"Shame on you, Alan. You are a good troll advocate example, subverting the truth, while attacking good human beings focused on truth, justice, integrity while educating the public.",0,1
"_""The citizens of our nation has alway risen to defend our principals. The Revolution, and the Civil War comes to mind. The founders were well aware of what the over reach of government could do, and yes they provided a mechanism to remedy that over reach. It is my deepest hope to not live long enough to see another. But the riots in Milwaukee where the BLM rioters targeted whites is more than troubling. It will be more troubling if those terrorists are not prosecuted to the fullest extent of the law.""_

The only ""civil"" response to this thinly veiled threat is: ""You are fucking crazy!""

-- Paul",0,1
"As bad as this story is, and it is bad, I find something very interesting.

ADN has buried it, and I truly wonder why that is?

Actually, to be truthful, I know EXACTLY why that is.

The fact that the officer that shot the young man, and the young man himself belonged to the same demographic, and not only that, they knew each other.

So, ADN, obviously black lives do not matter UNLESS said lives are taken by a white individual, especially a Law Enforcement Officer of said race.

Why is this not upon your own front page within HUGE letters, as, as slaves of the Washington Post you seem, nay, actually do so often?

This young man was shot and killed by a police officer, and has sparked many a riot and destruction within the community.

Why is the story buried, ADN?

Have you no dignity?

Have you no independence?

Have you no respect?

Apparently not, because you, ADN, and so many of your own compatriots within the Liberal\Marxist ideology care only about one thing.

Votes.

Bastards.",0,1
"The old argument that there was never a Palestine

How come they had coins? http://www.ebay.com/gds/Palestine-Coins-of-1927-46-A-guide-for-eBay-collectors-/10000000000770353/g.html

How come they had borders? How come they had a flag? How come they had a people? How come the UN voted that they should keep their land? How come the US invaded Iraq for doing what Israel is doing to Palestine? Palestinians today has terrorists because that is what Israel wants. Every time one Palestinian terrorist kills two Israeli's with a knife Israel can respond by taking more land and killing hundreds. It is the smartest long term war plan ever and most of the west is just to stupid to realize it",0,1
"Greg DuBois--amen.  And the other side of that is carelessness--inevitably quite a lot by young drivers, bicyclists, pedestrians--that invites me to ruin the rest of my life by hitting them.  Legal non-responsibility would mean little if I killed someone.",0,1
"Baiting bears is usually allowed in areas where the understory is so thick that you would walk right past a bear and not see it.  Proper hunting?  How about using bait for halibut?  Still a bait station.

Spears or arrows are archaic for hunting, yes.   Both require more real 'hunting' skill than a firearm.  The Hunter has to be closer, more opportunity for the prey to smell or see the hunter.  Other than snares or deadfalls, clubs or spears are some of the basic, traditional hunter tools.  A whole lot more sporting than sitting 200 to 400 yards away and shooting a firearm.

The Bambi lovers are going to hate anything to do with hunting or killing wild animals.  Who cares, I don't but remember, very few people would have even known about this spear guy if he had not been so stupid and posted on the 'unsocial', social media!

I do wonder just how many of the anti hunters approve of abortion though?",0,1
The Clinton's are a crime family.,0,1
"The Alaska salmon fishery receives lots, lots more money for its industry than Hawaii longline or shoreline fishing. Alaska salmon is ""exported"" to Hawaii, the rest of the US, and foreign countries.  Alaska has a significant fishing tourism program that's supported by many Hawaii residents.  

Papahanaumokuakea overlooks the much of current state of fishing in Hawaii, choosing instead to be critical of longline fishing.  How will the current Papahanaumokuakea lobbying effort affect issues that arise suddenly like the Hepatitis A crisis or the recent disclosures about oxybenzone?  Silence because the lobbying effort is poorly thoughtout.  

President Obama is damn if he does and damned if he doesn't on this issue like so many issues that have dogged our local-boy president undeservedly. His personal popularity is higher among individual voters than in the local power structure. Whatever way he decides,  the power structure will just go back to sitting on its hands leaving us a mess....",0,1
"Bill ur like new mutated form
Of lice... Ur a bacteria to our way of life. Ur a terminal venereal disease to the economics of this state. Resign
Immediately and move to Yuma...",0,1
"The real purpose here is to keep the 120 people in the Houston office (& how many others, elsewhere) working at big salaries - producing 33,000 pages of paperwork as they bleed the state coffers. Ak should never attempt to ""partner"" with BigOIl. We see luxury cruise ships sailing from Seward to NYC. We should sit on the gas until a private entity (BIgOIl -?) builds the tankers (when the market is right) & ships the gas from Prudhoe to Japan - much shorter & less risky that the NW Passage. Forget building a pipeline that tears up the wilderness & will demand massive maintenance costs .... if it doesn't bankrupt the state - which is likely. Beware that the PermFund, all or part, is not used as collateral for building that idiotic Pipe Dream. It's way past time to retire this Pipline Obsession & everyone connected with it.",0,1
"How'd ya learn how to write Mr. 645? How'd ya learn how to add and subtract and calculate? How'd ya learn how to use computers and speak in complete sentences. How dare you sell teachers short with your simplistic soundbite. They are probably the most important profession we have in spite of all the negativity directed at them by people who don't want to pay taxes the allow us to have a civilized society. To paraphrase Condi ""mushroom clouds"" Rice, ""No one could have ever predicted that teachers, cops and firemen would become public enemy number one"" just because they are public employees represented by collective bargaining agreements. Next time you post a comment please think of the person who taught you how to spell correctly so that you don't make an even bigger fool of your selfish self.",0,1
Burn down the prisons and put several inmates in Kevin Mannix house if he's not dead yet.,0,1
"Whether you meant it or not; ""well healed loosers"" is hilarious. And true!",0,1
"Oh my...what is America to do? I get the point of the doctor's entertaining letter but it reminds me of what I am trying to ignore - the election. What to do? To vote or not to vote? What is America to do as the reality of ""second thoughts"" are sinking in for both early Clinton and Trump supporters. What to do? Both are equally toxic. One more polished then the other. One who is not as manipulated by others - a good trait and yet a bad one (doesn't take direction when should).  One who is smooth slick and a political dancer. Liar?,..maybe but yet the master of subtle ""story"" changes to introducing confusion who shares this talent with her husband i.e., his famous reply,  ""well, it all depends on what is - is"".  And the other choice who  portrays both the 6th grade bully and the class clown...not necessarily funny but saying things that are profoundly silly. Maybe it's between more BIG GIVERment or SMALLER government with GIVERment reforms that will help me decide & vote.",0,1
"Your particular dietary perversity doesn't translate into any sort of valid moral standard, so I don't take delusions of ""superiority"" seriously in that regard.  It's no more ""evil"" for an omnivorous human to eat meat than it is for an omnivorous bear to eat meat.  For most of our existence we were obligatory omnivores, as the majority of our species found that preferable to starvation.  But tell you what--I live in Alaska, the ""other"" extra-limital state.  You can test my theory for yourself.  Visit Alaska.  Approach the first big brown bear you see, and lecture it on the moral and spiritual superiority of eating plants instead of ripping the roe out of poor mama salmon, or bringing down one of those cute lil moosies for dinner.  Be advised Mr. bear may express his disagreement by way of vigorous action on your person, up to and including killing and eating you.  Natural selection is always on the lookout for the weak and stupid.  It'll cure all your ills.",0,1
"Many Alaskans are embarrassing, and if you're actually an Alaskan, you lead the pack.",0,1
"Sorry Rick Tubania, but our Gov't wants our food tainted to keep us sick, as well as tainting our medications,  (some have SHELLAC in them and don't have to list it under Obama's FDA - in vitamin supplements too - Formaldehyde, (also called Crospovidone, etc.  and Yellow, Blue carcinogenic dyes, phtalates ( insecticides in supplements) and the list is endless.  Between making people sick right away and then getting other age onset illnesses decades before their time because of the toxic overload, all unnecessary, it's this flocked up Gov't who wants us all sick quick.  The soft kill genocidal Obama Care death spiral is alive and well. Meanwhile-.Thanks to all who fight against the poisoning of our citizens, and ALL people who suffer from the morally bankrupt actions of these so called ""Leaders"" in this Country, and the world.   They're all mentally ill, but they'll label you as such if you say something..There ya go, I said ""something"". Bring on the new guard! Boot these Globalist scum",0,1
"The letter writer wants motorists to yield when merging. Great idea. I wonder if we can also convince a few of them to yield when backing out of a driveway or parking place? I had two incidents with this sort of motorist of Friday, which is about double the norm on my cross-town trip.

I've got to agree with the commenters who think we should test knowledge for license renewals. I'll go further and say the test should have 100 questions, at least 25 should be concerning vulnerable users and passing should require a score of 90 or better. 

Yes, that makes it a reading comprehension and IQ test, but we have all seen what stupid people behind the wheel are doing (killing, maiming). It's time to raise our game.",0,1
"But dam, he sure can swing some very cool colorful language!  Trump - America now.",0,1
"You know, I see and hear some folks say that most of our homeless population "" are from here"". The only ""evidence"" I have ever seen claimed is that in some surveys of homeless folks many say that their last ""permanent"" address was here. First, this survey can't possibly have any scientific validity in relation to the totality of the homeless population. Secomd, what that response means certainly has a lot of ambiguity in it. If it is true at all, the next question is to define what ""permanent"" means to them, followed by the question, how long did that ""permanent"" residency last? There are lies, damn lies and statistics. All can be the same.",0,1
Who brought up parks?you did. Racist,0,1
A shotgun would have worked fine!,0,1
So Trump is the lesser of two weevils.  Vote your conscience.,0,1
"The Murkowski Administration negotiated a deal with the producers for a gas line.   A bunch of weenies at DNR, some with close ties to TransCanada got it killed.   Some of those same weenies hooked up with Palin and convinced her to abandon her stated commitment to a Tidewater route, a commitment that got her Gov. Hickel's endorsement, and instead endorse a Canadian route and give TransCanada a half-billion dollars to develop it, for which Alaska got ABSOLUTELY NOTHING, but a lot of people made a lot of money.   Now we're on another crazy train with Walker's obsession with a gas line that the produces won't invest in, but will be happy to sell the suckers in Alaska the gas that nobody wants.",0,1
"Mucky! Did the FBI come out with something about Trump!? There are no ties, but C'mon, don't hold back, share the juicy details!",0,1
"""People do come here for the freebies, no doubt about that."" You really should have some doubt, when you don't know what you're talking about. There are no more ""freebies"" here than anywhere else, and what there is is mostly services not shelter, which is what most homeless people need the most. There is no national network telling homeless people where the best places are with the most benefits. Most of our homeless are homegrown. Ones who do come here  usually do so because they have a local connection.

Churches provide some shelter, never enough, for families with children. It would be difficult for a rest stop camp to include children. More rest stops are needed for all homeless subgroups. The main thing that is limiting them is finding a place to put them, since neighborhoods oppose siting them. And therefore end up with much worse unorganized illegal camps. People cannot seem to get that through their thick heads. There is a lot of ignorance and stupidity out there.",0,1
"""I'm impressed by her strong Christian faith and her dedication to regular attendance. She regularly volunteers with Church activities such as greeting parishioners and helping with childcare for our members,"" Rep. Munoz went on."" WHAT CHURCH ALLOWS HER TO HELP WITH CHILDCARE??!? People wake up!!! This is EXACTLY how sexual predators operate! They PURPOSELY find ways to be around children so they can cultivate additional victims!!! This lady isn't sorry, she's looking for new victims!!!",0,1
"Ultimately it is driven by fear. Whether or not that fear is unfounded is the question. 

If it wasn't about fear it would not involve strategic relocation (fear that one is not safe or effective in their current social setting).

The absurdity of the movement is made manifest rather quickly when you examine the founders judgement and position. I mean they drew an arbitrary line based upon things like ""oh gee we didn't include the Dakotas because a mechanized unit could operate freely there, unlike Wyoming... oh wait..."" But then it's hard to sell real estate when you have to cover more ground...

Joel Skousen is just as big a fool in his silly assertions selling a book telling people where to move for events that never happen and when they do will not happen according to the script of some guy who doesn't know whether to scratch his watch or wind his butt.

Who really thinks that they can post a sign and assemble a group of people they would like to re-invent America with? Fools.",0,1
"Been saying it for many years, It's time for Donny to go. He's an embarrassment. Why do you keep voting him in?",0,1
"This is being posted for Sean McGuire, yet another Fairbanks commenter whose ability to post on the ADN has a temporary glitch:

Ted: This Board Of Game [BOG] only represents hunters and trappers. Not a single member on the BOG represents the large majority of  Alaskans who have  interests in wildlife, other than just killing the predators. This scandalous lack of representation is, I believe, the reason for the crazy situation at Denali National Park, where park wildlife is lured out of the Park with bait, and gunned down till the world's most-viewed and longest-studied wolf pack has been exterminated. The idea that hunters and trappers can take care of the interests of all Alaskans is patently ridiculous. That was the situation in the deep south where all white juries felt justified exonerating white murders of blacks, claiming ""we can take care of the blacks' interests"" and ""I love my black maid"". Ted and your supporters: You're losing the public with this extremism.",0,1
"Ms. Jefferson and Mr. Sinnott, my it seems many intersting statements and common sense comments are being made that should make us all and you folks think about them? Also, I must ask, the majestic trees are best kept rotting on the stump, waste? The rock, which used properly can make a safe passage for yourselves, families and other people should be left as is? I would like to see both of your engineering degrees and experience please? Yes, Ms. Jefferson, please, by all means, let us spend, waste more monies to ""save the park"" from its latest proposed improvement that may save many, many lives, perhaps lessen the costs of winter and summer maintenance, allow a new open area for game to rest, a new, safe pullout perhaps and improve life for fur bearing and shirt bearing critters. I believe we are supposed to be good stewards, not idiots. Thank you.",0,1
"There's at least a dozen regular bigot and racist bloggers that like to hurl hateful insults against  Alaska Natives, the homeless, and the LGBT community, or people that are murdered.  This crowd prefers to bash the deceased rather than the person that did the killing.",0,1
all with his toy gun and demanding attitude.  he's lucky to not have gotten shot.,0,1
"Your comprehension problem becomes clear in what the media reports.  Powell as Secretary of State was never in question of any pay to play scam.  Or was he under investigation by the FBI or Congress revealing a pay to play scam between his foundation and the State Dept.  Unlike Clinton who repeated lied about all her e-mails having been turned over and now the discovery comes of more e-mails which clearly show connections of favors between donors, the Clinton Foundation and Hillary's State Department.

Trying to link Powell for doing the same as Hillary in operating a pay to play scam between Foundations and the State Dept. is utter dumb IMO.  Unless you can produce some hard factual evidence?  It's all most as dumb as Hillary claiming the other day that Powell gave her [ Hillary] the approval to run her personal e-mail server scam. Hillary apparently believes the democrats are pretty stupid, this maybe the only one thing she is right about.",0,1
Hillary has a proven track record of lies since the late 80's. She's lied so much pinnochio's nose is a distant second. I'd measure it miles and miles.,0,1
I'd bet $100 to a dozen Crispy Creams she won't win. Even most liberals are understanding she lacks morals ethics and any sense. She's a demon with bad hair.,0,1
"For the last 40 years Alaska has tried to find a leader that we could trust to deliver us a pipeline for Alaskans.  Walker has invested his life into delivering just that, An All Alaska Pipeline. In 2002, we voted to build it to Valdez for (12 billion), but The Highway is my way guy ( 60Billion) blew it up before it was time. We had another Highway guy that wanted to run it to the big gas station in Alberta. This time we voted for the Man, and got the full package,   an All Alaska Gasline  if it was at all feasible. That is what we asked for, and that's exactly what we're getting. Suck it up folks, it's a done deal.  See you all in a year.  Thanks Governor and Godspeed.",0,1
Gun control laws Neil?  Really. Thugs don't care about gun control laws.,0,1
Paste them.  You have comprehension deficit disorder.,0,1
"Yup. We'll pay for that turd, Mark Begich for life.",0,1
"Legislators had months to deal with this and chose not to. They even could've voted to override the governor's action, but again chose not to. Blame lies squarely with a cowardly, do-nothing legislative majority.",0,1
"Men are worst but girls sharing the picture, freezing others out and name call are part of the problem and not the solution...",0,1
"Joe is a fascist, NOT a Libertarian...perhaps people should review what true
libertarians believe in...I'm stunned.  I could vote for Gary Johnston but I
could never vote for Joe...",0,1
put a cruise misssel right thru his forehead,0,1
"""John North, the vice president of finance for Ashland-based Lithia Motors, said the auto retailer would see almost all its profits from Oregon stores wiped out under a tax measure headed toward the November 2016 ballot.

""That's not really sustainable,"" said North, adding that Lithia, one of the state's three Fortune 500 companies, might reduce its presence in Oregon if the measure passes.

""Everything is on the table,"" he said.  ""We may have to change our headquarters.""

North said his firm now pays between $3 million and $4 million a year in state taxes, and he calculates that amount would increase to about $35 million. Lithia operates on an after-tax margin of about 2.7 percent, he said, and a sales-based tax of 2.5 percent ""basically takes away all the motivation to do business in Oregon because there is no profit.""

Kill your goose, idiot.",0,1
Make the scarey Republican go away.,0,1
"In other words, you were a typical sleazy, two-faced lawyer with no conscience.  And you should know that the jury verdict is just the start toward a death penalty, were it to be used.  There are judges, reviews, appeals, etc. ad infinitum, not to mention that punishment used only in extreme cases.",0,1
"Dead would be okay. He could trip and fall on that machete, several times...",0,1
"If you could play guitar like James Marshall Hendrix, you'd rank among that elite cadre of true musical innovators who only appear once every century or so--like Charlie Parker, Art Blakey, Jack Bruce, Wayne Shorter, Stevie Wonder and Chris Cornell.  Instead, you're just an abysmally untalented nobody.  To each his own.",0,1
"Two words to back up what Representative Wilson states and to really show this is an epidemic of legal kidnapping without the State following federal Laws but gladly accept federal funding to kidnap & place ASRC shareholders with nonshareholders: Anaktuvuk Pass. Judges, OCS workers, Guardian Ad Litems, Public Defenders, even the States Custody Investigators office joke that there are no more children in Anaktuvuk Pass because of OCS's legal kidnapping. I screamed at Danielle Butler as a kidnapper while she had her newborn kid in her office with her...plus her full-in closed 4-6 of her caseload while she was on maternity leave. People who are in denial about this should go through & experience how OCS operates first hand.  Stupid sheep....",0,1
"Core causes?  How far back in history shall we reach?  Religions as tools of social control in service to greed-ridden monsters, especially those running the global petroleum industry, seem the most likely culprits for the latest rounds of senseless violence besieging the world.

I only half jokingly suspected that bin Laden would be found in Crawford TX.   He gave the Bush League the perfect opportunity to fulfill the American petroleum biz dream of physically controlling the pipelines and oil fields of the Middle East.  But, with the typical incompetence and corruption that hallmarks corporate conservatism, they squandered the chance, choosing instead to sow insanity and infanticide in efforts to suck the public trough dry.

From time immemorial people have suffered and died at the hands of power-mad fools who cannot gather unto themselves enough, ever, of everything.  And far too many have declared their support for it in the names of gods as justification.",0,1
Why put fuel on a Smokey loco weed addict!,0,1
"Good question about something that will be found in the public record when he receives his first paycheck.

But Andree,  your squeaky voice is still so shrill and annoying",0,1
Prepare to die?,0,1
"Too bad he did not follow through on the suicide, he clearly knows that is the right answer.",0,1
"What Alaska needs is Mr. Begich to return and then take over the US Senate to complete the full installation of a Canadian style Health Care to control the cascade to disaster of the American Health Care System. AND kick out the National Insurance Industry which is in utter failure and ripping off every plan, program company and individual with their useless 20% surcharge to the entire system. 
Isn't it time to boot the obstructionists p[oliticians especially those who we elect who promise this and that then vote in lockstep with their Right Wing Radical Leadership protecting the gangs of Drugs, Insurance and Health Pros. It is disgusting!  
Why does my dog's medicine cost $9.00, the same stuff people use version $400 in Alaska, and $40.00 in Whitehorse!! Shocking to you suckers!",0,1
You all better do what I say boy or there will be the whip for ya!,0,1
"So, once again, Donald Trump suggests Hillary Clinton should be killed.  You know, by ""those Second Amendment people.""  When does a bad joke become incitement?

Clinton proposes taking guns away from criminals and the mentally ill.

Trump proposes taking guns away from his opponent's Secret Service detail.

Of course, Trump doesn't need his Secret Service protection, having his own private army.

http://www.thedailybeast.com/articles/2016/09/12/11-private-security-firms-guarding-donald-trump.html

Hmmm.

Now, let's have a look at those tax returns.",0,1
"Great commentary. How did the Party of Lincoln deteriorate into the fraudster Party of Trump? How can a man who pretty much shamelessly lies every time he opens his mouth claim Hillary is untruthful (yes she occasionally lies too). How can a man born rich who markets himself as a rich elitist and a reputation sticking it to contractors and investors, claim to represent the middle class? How can a schoolyard bully claim to be a great negotiator?  Trump supporters, have you gone completely nuts?",0,1
"another manufactured story.  Kittles aren't seen as something bad or derogatory.  It is just an allegory that I think works pretty well.  It not like,, like......Oh look at you you horrible kittle!",0,1
Pitts is a race barker without any proof of racism!,0,1
"If you're a person of color, a toy gun can get you shot. Or your wallet to show ID. :(",0,1
That's correct.  Killery should be in the slammer for AT LEAST 5 years!,0,1
Slave labor plant.,0,1
I am surpriced that old dude did not have a shotgun at his door. If i was in that hood i would shot first and then see what happen if somebody was kicking my door in.,0,1
It's not so much a vote for Trump as it is a vote against Hillary. She is the Kardashian of politics. The only reason she is in politics is because she was sleeping with Bill. Riding a mans coat tail all the way to the White House. Women's rights yeah!!!,0,1
"Alright, I've been a supporter of the Oregon uniforms since they first started the trend...but come on.  Yeah, I get it, orange feet, like Puddles, but leave the mascot to being the mascot and the playing to the players...I mean it's either that or line Puddles up at left guard or something if you want the two to mix.  Enough is enough already.  Seriously, winning football games is a tad more important than winning on the runway.  It kind of reminds me of a scene in a movie...but it's somehow appropriate...

""I'm gonna walk down that stinkin' runway, open up this fa**ot robe and wiggle my di(k at 'em!  And do you know why?  Because I want you to have a heart-attack and die so we don't have to do this sh*t again!  You and your f**king fashion shows!""",0,1
